"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2011,7,"DL","Delta Air Lines Inc.","JAN","Jackson/Vicksburg, MS: Jackson - Evers International",75.00,30.00,15.30,0.74,6.47,0.00,7.49,1.00,0.00,1787.00,824.00,67.00,208.00,0.00,688.00,
2011,7,"DL","Delta Air Lines Inc.","JAX","Jacksonville, FL: Jacksonville International",425.00,89.00,27.31,9.77,19.51,0.00,32.41,2.00,0.00,4501.00,1163.00,793.00,637.00,0.00,1908.00,
2011,7,"DL","Delta Air Lines Inc.","JFK","New York, NY: Kennedy International",1749.00,373.00,80.04,10.06,212.16,0.00,70.75,11.00,13.00,20902.00,5079.00,712.00,10314.00,0.00,4797.00,
2011,7,"DL","Delta Air Lines Inc.","KOA","Kona, HI: Keahole",31.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00,
2011,7,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: Mccarran International",1104.00,168.00,62.43,9.16,37.39,0.29,58.73,4.00,7.00,10983.00,4065.00,950.00,1351.00,26.00,4591.00,
2011,7,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",1742.00,265.00,105.57,13.13,63.37,0.00,82.93,7.00,3.00,16806.00,7590.00,871.00,2430.00,0.00,5915.00,
2011,7,"DL","Delta Air Lines Inc.","LEX","Lexington, KY: Blue Grass",31.00,8.00,3.49,1.02,0.44,0.00,3.04,0.00,0.00,688.00,194.00,173.00,50.00,0.00,271.00,
2011,7,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",2109.00,443.00,106.29,12.60,216.97,0.00,107.14,50.00,25.00,27918.00,5931.00,932.00,14393.00,0.00,6662.00,
2011,7,"DL","Delta Air Lines Inc.","LIH","Lihue, HI: Lihue Airport",31.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,419.00,419.00,0.00,0.00,0.00,0.00,
2011,7,"DL","Delta Air Lines Inc.","LIT","Little Rock, AR: Adams Field",80.00,28.00,8.18,3.32,4.09,0.00,12.41,3.00,0.00,1895.00,644.00,220.00,186.00,0.00,845.00,
2011,7,"DL","Delta Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",492.00,84.00,37.56,7.73,9.45,0.00,29.27,2.00,0.00,5425.00,2280.00,695.00,493.00,0.00,1957.00,
2011,7,"DL","Delta Air Lines Inc.","MCO","Orlando, FL: Orlando International",1514.00,340.00,105.09,12.81,118.43,0.00,103.66,10.00,5.00,20480.00,5840.00,819.00,5575.00,0.00,8246.00,
2011,7,"DL","Delta Air Lines Inc.","MDT","Harrisburg, PA: Harrisburg International  Olmsted Field",32.00,18.00,7.26,0.00,4.23,0.00,6.51,1.00,0.00,931.00,557.00,0.00,148.00,0.00,226.00,
2011,7,"DL","Delta Air Lines Inc.","MDW","Chicago, IL: Chicago Midway",217.00,55.00,27.36,0.65,11.12,0.00,15.86,6.00,0.00,3133.00,1411.00,36.00,466.00,0.00,1220.00,
2011,7,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",1136.00,150.00,61.52,8.58,31.14,0.00,48.76,10.00,1.00,9084.00,3903.00,726.00,1127.00,0.00,3328.00,
2011,7,"DL","Delta Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",56.00,12.00,2.57,3.24,5.06,0.00,1.13,0.00,0.00,1273.00,118.00,759.00,239.00,0.00,157.00,
2011,7,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",682.00,118.00,46.21,6.11,34.74,1.00,29.93,3.00,1.00,6923.00,2923.00,316.00,1711.00,83.00,1890.00,
2011,7,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell Field",507.00,110.00,45.70,3.51,17.65,0.00,43.15,7.00,1.00,6594.00,2534.00,278.00,811.00,0.00,2971.00,
2011,7,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne Regional",116.00,41.00,17.29,2.86,7.78,0.00,13.07,1.00,0.00,2724.00,1157.00,447.00,287.00,0.00,833.00,
2011,7,"DL","Delta Air Lines Inc.","MOB","Mobile, AL: Mobile Regional",25.00,12.00,6.65,1.17,1.02,0.00,3.17,0.00,0.00,880.00,380.00,221.00,46.00,0.00,233.00,
2011,7,"DL","Delta Air Lines Inc.","MSN","Madison, WI: Truax Field",147.00,23.00,9.63,2.01,3.43,0.00,7.93,1.00,0.00,1591.00,848.00,101.00,78.00,0.00,564.00,
2011,7,"DL","Delta Air Lines Inc.","MSO","Missoula, MT: Johnson/Bell Field",31.00,9.00,4.01,0.72,3.28,0.00,0.99,0.00,0.00,394.00,244.00,13.00,73.00,0.00,64.00,
2011,7,"DL","Delta Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",5801.00,950.00,311.80,24.74,250.68,0.00,362.78,64.00,14.00,61380.00,24263.00,2577.00,9482.00,0.00,25058.00,
2011,7,"DL","Delta Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong International",590.00,105.00,30.91,5.82,28.40,0.00,39.87,7.00,0.00,5641.00,1643.00,274.00,1104.00,0.00,2620.00,
2011,7,"DL","Delta Air Lines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International Airport",90.00,14.00,3.17,2.72,2.25,0.00,5.86,0.00,0.00,889.00,130.00,302.00,59.00,0.00,398.00,
2011,7,"DL","Delta Air Lines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",35.00,6.00,1.75,0.00,3.09,0.00,1.16,0.00,0.00,309.00,61.00,0.00,74.00,0.00,174.00,
2011,7,"DL","Delta Air Lines Inc.","OGG","Kahului, HI: Kahului Airport",62.00,9.00,3.01,0.00,0.35,0.00,5.64,0.00,0.00,812.00,164.00,0.00,27.00,0.00,621.00,
2011,7,"DL","Delta Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",60.00,8.00,3.83,1.15,0.17,0.00,2.85,0.00,0.00,497.00,184.00,39.00,5.00,0.00,269.00,
2011,7,"DL","Delta Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",88.00,34.00,14.52,1.99,3.59,0.00,13.90,1.00,0.00,2347.00,978.00,176.00,122.00,0.00,1071.00,
2011,7,"DL","Delta Air Lines Inc.","ONT","Ontario/San Bernardino, CA: La/Ontario International",92.00,8.00,1.68,1.00,2.41,0.00,2.91,0.00,0.00,341.00,84.00,27.00,82.00,0.00,148.00,
2011,7,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: O'Hare",591.00,137.00,34.12,9.53,61.24,0.00,32.11,12.00,0.00,8609.00,1802.00,1074.00,3687.00,0.00,2046.00,
2011,7,"DL","Delta Air Lines Inc.","ORF","Norfolk, VA: Norfolk International",215.00,49.00,16.84,5.25,8.62,0.00,18.29,3.00,1.00,2775.00,818.00,548.00,437.00,0.00,972.00,
2011,7,"DL","Delta Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",428.00,85.00,33.65,2.49,25.29,0.00,23.56,7.00,0.00,4142.00,1738.00,107.00,1218.00,0.00,1079.00,
2011,7,"DL","Delta Air Lines Inc.","PDX","Portland, OR: Portland International",498.00,84.00,30.74,4.92,13.80,0.00,34.54,2.00,1.00,5321.00,1662.00,453.00,613.00,0.00,2593.00,
2011,7,"DL","Delta Air Lines Inc.","PHF","Newport News/Williamsburg, VA: Patrick Henry International",113.00,23.00,5.04,3.42,6.62,0.00,7.92,0.00,0.00,1713.00,216.00,446.00,466.00,0.00,585.00,
2011,7,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",555.00,119.00,34.93,5.17,42.09,0.00,36.81,4.00,2.00,8639.00,2325.00,493.00,2879.00,0.00,2942.00,
2011,7,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Sky Harbor International",649.00,99.00,34.14,8.09,23.53,0.00,33.25,5.00,3.00,6706.00,2586.00,483.00,939.00,0.00,2698.00,
2011,7,"DL","Delta Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",337.00,71.00,28.05,0.24,19.60,0.00,23.11,2.00,1.00,4512.00,1916.00,14.00,904.00,0.00,1678.00,
2011,7,"DL","Delta Air Lines Inc.","PNS","Pensacola, FL: Pensacola Regional",238.00,71.00,32.57,3.17,14.65,0.00,20.61,2.00,0.00,3548.00,1596.00,346.00,509.00,0.00,1097.00,
2011,7,"DL","Delta Air Lines Inc.","PVD","Providence, RI: Theodore Francis Green",118.00,24.00,7.76,3.61,7.33,0.00,5.31,0.00,0.00,1437.00,470.00,394.00,333.00,0.00,240.00,
2011,7,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International  Jetport",92.00,24.00,8.18,1.00,8.49,0.00,6.34,0.00,0.00,1313.00,421.00,280.00,326.00,0.00,286.00,
2011,7,"DL","Delta Air Lines Inc.","RDU","Raleigh/Durham, NC: Raleigh Durham",456.00,87.00,34.67,4.66,26.92,0.00,20.76,4.00,2.00,4775.00,1629.00,391.00,1369.00,0.00,1386.00,
2011,7,"DL","Delta Air Lines Inc.","RIC","Richmond, VA: Richmond International Aqirport",264.00,54.00,17.40,2.05,15.20,0.00,19.35,6.00,1.00,3628.00,1043.00,94.00,841.00,0.00,1650.00,
2011,7,"DL","Delta Air Lines Inc.","RNO","Reno, NV: Reno International",93.00,6.00,2.04,0.68,2.22,0.00,1.07,0.00,0.00,551.00,215.00,80.00,146.00,0.00,110.00,
2011,7,"DL","Delta Air Lines Inc.","ROC","Rochester, NY: Rochester Monroe County",83.00,23.00,7.11,1.00,8.00,0.00,6.89,0.00,0.00,1327.00,476.00,184.00,271.00,0.00,396.00,
2011,7,"DL","Delta Air Lines Inc.","RSW","Ft. Myers, FL: Southwest Florida International Airport ",372.00,62.00,24.38,3.54,13.04,0.00,21.05,1.00,0.00,3258.00,1173.00,151.00,489.00,0.00,1445.00,
2011,7,"DL","Delta Air Lines Inc.","SAN","San Diego, CA: San Diego International",632.00,79.00,30.39,5.13,12.56,0.00,30.92,3.00,0.00,4656.00,1752.00,311.00,617.00,0.00,1976.00,
2011,7,"DL","Delta Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",321.00,47.00,20.12,2.52,7.96,0.00,16.39,1.00,1.00,3114.00,1101.00,207.00,346.00,0.00,1460.00,
2011,7,"DL","Delta Air Lines Inc.","SAV","Savannah, GA: Savannah / Hilton Head International",271.00,60.00,24.25,2.96,11.96,0.00,20.84,3.00,0.00,3288.00,1425.00,257.00,439.00,0.00,1167.00,
2011,7,"DL","Delta Air Lines Inc.","SDF","Louisville, KY: Standiford Field",141.00,28.00,7.65,2.11,5.49,0.00,12.74,1.00,1.00,1431.00,230.00,239.00,174.00,0.00,788.00,
2011,7,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",986.00,158.00,64.71,11.19,40.05,0.00,42.05,4.00,1.00,9885.00,4213.00,671.00,1631.00,0.00,3370.00,
2011,7,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",843.00,233.00,50.01,16.42,127.99,0.00,38.59,7.00,3.00,16403.00,4612.00,1346.00,7423.00,0.00,3022.00,
2011,7,"DL","Delta Air Lines Inc.","SJC","San Jose, CA: San Jose International",123.00,21.00,6.47,0.71,3.25,0.00,10.57,2.00,0.00,1372.00,456.00,79.00,191.00,0.00,646.00,
2011,7,"DL","Delta Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",217.00,48.00,24.43,1.93,10.33,0.00,11.30,0.00,1.00,2502.00,1333.00,122.00,483.00,0.00,564.00,
2011,7,"DL","Delta Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake International",2846.00,313.00,119.92,14.48,45.37,1.52,131.71,24.00,2.00,19882.00,8196.00,819.00,1623.00,75.00,9169.00,
2011,7,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",225.00,32.00,11.46,0.47,4.37,0.00,15.69,0.00,0.00,2445.00,844.00,59.00,229.00,0.00,1313.00,
2011,7,"DL","Delta Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Orange County",383.00,31.00,14.55,1.52,5.53,0.00,9.40,2.00,0.00,1503.00,588.00,94.00,313.00,0.00,508.00,
2011,7,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota Bradenton",153.00,26.00,5.58,0.28,4.06,0.00,16.08,0.00,0.00,1518.00,208.00,19.00,130.00,0.00,1161.00,
2011,7,"DL","Delta Air Lines Inc.","STL","St. Louis, MO: Lambert International",446.00,82.00,27.94,7.51,19.82,0.00,26.73,3.00,1.00,4649.00,1892.00,729.00,718.00,0.00,1310.00,
2011,7,"DL","Delta Air Lines Inc.","STT","Charlotte Amalie, VI: Harry S. Truman",72.00,5.00,2.03,0.00,2.00,0.00,0.97,0.00,0.00,134.00,57.00,0.00,40.00,0.00,37.00,
2011,7,"DL","Delta Air Lines Inc.","STX","Christiansted, VI: Alexander Hamilton",19.00,5.00,1.24,0.00,1.51,0.00,2.25,0.00,0.00,274.00,86.00,0.00,66.00,0.00,122.00,
2011,7,"DL","Delta Air Lines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",57.00,20.00,4.39,0.00,9.33,0.00,6.28,2.00,0.00,847.00,171.00,0.00,396.00,0.00,280.00,
2011,7,"DL","Delta Air Lines Inc.","TLH","Tallahassee, FL: Tallahassee Regional",50.00,13.00,4.10,2.03,0.46,0.00,6.41,1.00,0.00,1009.00,277.00,330.00,21.00,0.00,381.00,
2011,7,"DL","Delta Air Lines Inc.","TPA","Tampa, FL: Tampa International",769.00,176.00,68.47,5.82,44.87,0.00,56.84,4.00,2.00,8890.00,3227.00,376.00,1737.00,0.00,3550.00,
2011,7,"DL","Delta Air Lines Inc.","TUS","Tucson, AZ: Tucson International",92.00,15.00,6.36,0.18,4.13,0.00,4.33,0.00,0.00,858.00,306.00,17.00,209.00,0.00,326.00,
2011,7,"DL","Delta Air Lines Inc.","TVC","Traverse City, MI: Cherry Capital",60.00,4.00,2.00,0.64,1.29,0.00,0.07,0.00,0.00,127.00,80.00,18.00,27.00,0.00,2.00,
2011,7,"DL","Delta Air Lines Inc.","TYS","Knoxville, TN: Mcghee Tyson",26.00,11.00,4.09,2.06,1.78,0.00,3.08,0.00,0.00,576.00,145.00,176.00,60.00,0.00,195.00,
2011,7,"DL","Delta Air Lines Inc.","VPS","Valparaiso, FL: Northwest Florida Regional",22.00,11.00,2.08,0.00,5.26,0.00,3.66,0.00,0.00,509.00,100.00,0.00,226.00,0.00,183.00,
2011,7,"EV","Atlantic Southeast Airlines","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",119.00,36.00,11.78,1.06,6.70,0.00,16.46,2.00,0.00,2310.00,895.00,86.00,364.00,0.00,965.00,
2011,7,"EV","Atlantic Southeast Airlines","ABY","Albany, GA: Albany Dougherty County",85.00,25.00,9.38,0.57,5.48,0.00,9.56,1.00,0.00,1400.00,488.00,63.00,176.00,0.00,673.00,
2011,7,"EV","Atlantic Southeast Airlines","AEX","Alexandria, LA: Alexandria International",116.00,31.00,9.88,0.00,4.47,0.00,16.65,1.00,0.00,1557.00,409.00,0.00,148.00,0.00,1000.00,
2011,7,"EV","Atlantic Southeast Airlines","AGS","Augusta, GA: Bush Field",222.00,75.00,31.91,1.43,9.51,0.00,32.14,6.00,0.00,4997.00,2335.00,105.00,489.00,0.00,2068.00,
2011,7,"EV","Atlantic Southeast Airlines","ALB","Albany, NY: Albany County",173.00,65.00,29.73,0.85,9.65,0.00,24.77,5.00,2.00,5483.00,2374.00,79.00,580.00,0.00,2450.00,
2011,7,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson",9158.00,2772.00,528.64,60.39,709.36,1.90,1471.71,234.00,32.00,200651.00,44747.00,6174.00,37261.00,69.00,112400.00,
2011,7,"EV","Atlantic Southeast Airlines","ATW","Appleton, WI: Outagamie County",89.00,31.00,12.69,0.43,4.72,0.00,13.15,7.00,0.00,2303.00,1195.00,25.00,156.00,0.00,927.00,
2011,7,"EV","Atlantic Southeast Airlines","AUS","Austin, TX: Austin - Bergstrom International",63.00,14.00,6.96,0.38,4.13,0.00,2.53,0.00,0.00,882.00,577.00,43.00,133.00,0.00,129.00,
2011,7,"EV","Atlantic Southeast Airlines","AVL","Asheville, NC: Asheville Regional",313.00,86.00,32.20,1.75,17.83,0.00,34.22,8.00,1.00,4952.00,2079.00,172.00,829.00,0.00,1872.00,
2011,7,"EV","Atlantic Southeast Airlines","BDL","Hartford, CT: Bradley International",59.00,18.00,8.34,1.00,0.27,0.00,8.39,3.00,0.00,1330.00,515.00,37.00,9.00,0.00,769.00,
2011,7,"EV","Atlantic Southeast Airlines","BGR","Bangor, ME: Bangor International",123.00,46.00,31.17,0.00,6.35,0.00,8.48,4.00,0.00,3183.00,2444.00,0.00,240.00,0.00,499.00,
2011,7,"EV","Atlantic Southeast Airlines","BHM","Birmingham, AL: Birmingham Municipal",149.00,30.00,16.58,0.00,5.38,0.00,8.04,4.00,0.00,2101.00,1312.00,0.00,179.00,0.00,610.00,
2011,7,"EV","Atlantic Southeast Airlines","BMI","Bloomington, IL: Bloomington/Normal",123.00,58.00,30.49,0.45,4.65,0.00,22.42,6.00,0.00,4835.00,2865.00,39.00,273.00,0.00,1658.00,
2011,7,"EV","Atlantic Southeast Airlines","BNA","Nashville, TN: Nashville Metropolitan",123.00,30.00,17.50,0.40,4.14,0.08,7.88,4.00,0.00,2687.00,1867.00,19.00,108.00,11.00,682.00,
2011,7,"EV","Atlantic Southeast Airlines","BOS","Boston, MA: Logan International",335.00,93.00,29.49,5.19,23.09,0.00,35.23,16.00,1.00,8284.00,2926.00,472.00,1351.00,0.00,3535.00,
2011,7,"EV","Atlantic Southeast Airlines","BQK","Brunswick, GA: Glynco Jetport",86.00,30.00,7.94,1.32,5.17,0.00,15.57,1.00,0.00,2203.00,710.00,197.00,213.00,0.00,1083.00,
2011,7,"EV","Atlantic Southeast Airlines","BTR","Baton Rouge, LA: Ryan",295.00,105.00,39.29,2.55,13.50,0.00,49.67,5.00,1.00,7918.00,3359.00,214.00,524.00,0.00,3821.00,
2011,7,"EV","Atlantic Southeast Airlines","BTV","Burlington, VT: Burlington International",7.00,2.00,1.00,0.00,0.09,0.00,0.90,0.00,0.00,475.00,268.00,0.00,21.00,0.00,186.00,
2011,7,"EV","Atlantic Southeast Airlines","BUF","Buffalo, NY: Buffalo Niagara International",39.00,10.00,4.26,0.86,0.16,0.00,4.73,1.00,0.00,732.00,117.00,84.00,15.00,0.00,516.00,
2011,7,"EV","Atlantic Southeast Airlines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",52.00,16.00,3.99,0.00,4.28,0.00,7.73,1.00,0.00,1937.00,585.00,0.00,223.00,0.00,1129.00,
2011,7,"EV","Atlantic Southeast Airlines","CAE","Columbia, SC: Columbia Metropolitan",443.00,128.00,46.29,1.65,17.73,0.00,62.34,7.00,0.00,10192.00,3897.00,110.00,795.00,0.00,5390.00,
2011,7,"EV","Atlantic Southeast Airlines","CAK","Akron, OH: Akron-Canton Regional",119.00,40.00,16.64,1.63,11.50,0.00,10.23,3.00,0.00,3347.00,1496.00,355.00,689.00,0.00,807.00,
2011,7,"EV","Atlantic Southeast Airlines","CHA","Chattanooga, TN: Lovell Field",274.00,92.00,36.86,1.64,11.00,0.00,42.50,7.00,0.00,7239.00,3659.00,163.00,858.00,0.00,2559.00,
2011,7,"EV","Atlantic Southeast Airlines","CHO","Charlottesville, VA: Charlottesville Albemarle",87.00,18.00,7.66,0.00,6.33,0.00,4.02,4.00,1.00,823.00,368.00,0.00,223.00,0.00,232.00,
2011,7,"EV","Atlantic Southeast Airlines","CHS","Charleston, SC: Charleston International",53.00,9.00,6.21,0.00,2.45,0.00,0.33,3.00,0.00,541.00,436.00,0.00,88.00,0.00,17.00,
2011,7,"EV","Atlantic Southeast Airlines","CLE","Cleveland, OH: Hopkins International",37.00,10.00,8.46,0.00,1.34,0.00,0.20,0.00,0.00,493.00,424.00,0.00,59.00,0.00,10.00,
2011,7,"EV","Atlantic Southeast Airlines","CLT","Charlotte, NC: Charlotte Douglas International",111.00,29.00,16.01,0.90,3.95,0.00,8.14,3.00,1.00,2930.00,1786.00,76.00,311.00,0.00,757.00,
2011,7,"EV","Atlantic Southeast Airlines","CMH","Columbus, OH: Columbus International",102.00,30.00,15.74,1.50,2.79,0.00,9.97,3.00,1.00,2300.00,1212.00,292.00,150.00,0.00,646.00,
2011,7,"EV","Atlantic Southeast Airlines","COS","Colorado Springs, CO: Peterson Field",31.00,4.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,117.00,93.00,0.00,0.00,0.00,24.00,
2011,7,"EV","Atlantic Southeast Airlines","CRW","Charleston/Dunbar, WV: Kanawha",145.00,31.00,9.92,0.30,8.19,0.00,12.60,2.00,3.00,2487.00,1084.00,8.00,481.00,0.00,914.00,
2011,7,"EV","Atlantic Southeast Airlines","CSG","Columbus, GA: Columbus Metropolitan",147.00,45.00,12.51,1.36,7.42,0.00,23.70,4.00,0.00,2450.00,949.00,32.00,246.00,0.00,1223.00,
2011,7,"EV","Atlantic Southeast Airlines","CVG","Cincinnati, OH: Cincinnati/ Northern Kentucky International",254.00,56.00,19.75,0.00,4.19,0.00,32.06,8.00,1.00,3939.00,1495.00,0.00,155.00,0.00,2289.00,
2011,7,"EV","Atlantic Southeast Airlines","DAB","Daytona Beach, FL: Daytona Beach Regional",16.00,8.00,5.51,0.00,0.74,0.00,1.75,0.00,0.00,626.00,459.00,0.00,48.00,0.00,119.00,
2011,7,"EV","Atlantic Southeast Airlines","DAY","Dayton, OH: James M Cox/Dayton International",71.00,24.00,11.89,0.56,7.45,0.00,4.10,2.00,0.00,1343.00,679.00,15.00,265.00,0.00,384.00,
2011,7,"EV","Atlantic Southeast Airlines","DCA","Washington, DC: Ronald Reagan Washington National",234.00,72.00,16.16,1.83,16.66,0.00,37.35,18.00,1.00,4423.00,971.00,136.00,1006.00,0.00,2310.00,
2011,7,"EV","Atlantic Southeast Airlines","DFW","Dallas/Ft.Worth, TX: Dallas/Ft Worth International",150.00,41.00,15.97,1.00,7.00,0.00,17.03,2.00,0.00,3095.00,1328.00,135.00,245.00,0.00,1387.00,
2011,7,"EV","Atlantic Southeast Airlines","DHN","Dothan, AL: Dothan Regional",107.00,29.00,16.96,0.00,3.24,0.00,8.80,2.00,1.00,2186.00,1374.00,0.00,96.00,0.00,716.00,
2011,7,"EV","Atlantic Southeast Airlines","DSM","Des Moines, IA: Des Moines Muncipal",131.00,27.00,14.92,0.87,4.64,0.00,6.57,5.00,0.00,1820.00,1030.00,47.00,146.00,0.00,597.00,
2011,7,"EV","Atlantic Southeast Airlines","DTW","Detroit, MI: Detroit Metro Wayne County",1872.00,457.00,106.69,8.72,84.35,0.00,257.24,58.00,6.00,33178.00,8504.00,655.00,4018.00,0.00,20001.00,
2011,7,"EV","Atlantic Southeast Airlines","ECP","Panama City, FL: Northwest Florida Beaches International",246.00,74.00,33.73,0.06,12.40,0.00,27.81,5.00,0.00,4702.00,2548.00,9.00,460.00,0.00,1685.00,
2011,7,"EV","Atlantic Southeast Airlines","ELM","Elmira/Corning, NY: Harris Hill Glider Port",92.00,23.00,14.24,2.00,0.02,0.00,6.74,0.00,0.00,1522.00,1175.00,42.00,1.00,0.00,304.00,
2011,7,"EV","Atlantic Southeast Airlines","EVV","Evansville, IN: Evansville Dress Regional",147.00,41.00,12.02,1.00,6.51,0.00,21.47,2.00,0.00,2896.00,912.00,23.00,380.00,0.00,1581.00,
2011,7,"EV","Atlantic Southeast Airlines","EWN","New Bern/Morehead/Beaufort, NC: Craven County Regional",83.00,32.00,16.10,1.00,5.99,0.00,8.91,0.00,0.00,2128.00,1206.00,173.00,282.00,0.00,467.00,
2011,7,"EV","Atlantic Southeast Airlines","EWR","Newark, NJ: Newark Liberty International",170.00,72.00,21.73,2.10,23.00,0.00,25.17,12.00,1.00,6006.00,1757.00,155.00,1989.00,0.00,2105.00,
2011,7,"EV","Atlantic Southeast Airlines","EYW","Key West, FL: Key West International",32.00,13.00,3.22,0.47,1.35,0.09,7.87,0.00,0.00,1387.00,413.00,67.00,84.00,9.00,814.00,
2011,7,"EV","Atlantic Southeast Airlines","FAY","Fayetteville, NC: Fayetteville Municipal",250.00,67.00,23.31,0.62,15.74,0.00,27.33,2.00,0.00,3754.00,1414.00,27.00,499.00,0.00,1814.00,
2011,7,"EV","Atlantic Southeast Airlines","FLL","Fort Lauderdale, FL: Fort Lauderdale International",26.00,12.00,0.98,0.00,1.02,0.00,10.00,0.00,0.00,981.00,256.00,0.00,25.00,0.00,700.00,
2011,7,"EV","Atlantic Southeast Airlines","FNT","Flint, MI: Bishop",32.00,12.00,10.13,0.00,0.70,0.00,1.16,1.00,0.00,907.00,725.00,0.00,42.00,0.00,140.00,
2011,7,"EV","Atlantic Southeast Airlines","FWA","Fort Wayne, IN: Fort Wayne Muni/Baer Field",85.00,25.00,10.45,0.00,2.32,0.00,12.23,0.00,0.00,2130.00,807.00,0.00,158.00,0.00,1165.00,
2011,7,"EV","Atlantic Southeast Airlines","GNV","Gainesville, FL: Gainesville Regional",201.00,67.00,28.41,0.00,13.12,0.00,25.47,4.00,0.00,4521.00,2191.00,0.00,427.00,0.00,1903.00,
2011,7,"EV","Atlantic Southeast Airlines","GPT","Gulfport/Biloxi, MS: Gulfport Municipal",178.00,44.00,17.05,0.31,6.93,0.00,19.71,2.00,1.00,3167.00,1277.00,12.00,254.00,0.00,1624.00,
2011,7,"EV","Atlantic Southeast Airlines","GRB","Green Bay/Clintonville, WI: Austin/Straubel",26.00,8.00,1.25,1.00,0.00,0.00,5.75,1.00,0.00,745.00,68.00,20.00,0.00,0.00,657.00,
2011,7,"EV","Atlantic Southeast Airlines","GRK","Killeen, TX: Robert Gray Army Air Field",61.00,21.00,10.11,0.29,0.62,0.00,9.99,2.00,0.00,1903.00,1090.00,57.00,57.00,0.00,699.00,
2011,7,"EV","Atlantic Southeast Airlines","GRR","Grand Rapids, MI: Gerald R. Ford International",53.00,19.00,12.15,0.25,2.72,0.00,3.88,2.00,0.00,1394.00,993.00,24.00,64.00,0.00,313.00,
2011,7,"EV","Atlantic Southeast Airlines","GSO","Greensboro/High Point, NC: Greensboro High Point Winst",162.00,51.00,19.00,0.71,10.55,0.00,20.73,3.00,0.00,3130.00,1209.00,57.00,407.00,0.00,1457.00,
2011,7,"EV","Atlantic Southeast Airlines","GSP","Greenville/Spartanburg, SC: Greenville/Spartanburg Airport",289.00,87.00,37.59,0.07,16.00,0.00,33.34,7.00,1.00,5674.00,2410.00,1.00,574.00,0.00,2689.00,
2011,7,"EV","Atlantic Southeast Airlines","GTR","Columbus, MS: Golden Triangle Regional",86.00,16.00,6.24,0.00,2.13,0.00,7.63,3.00,0.00,1104.00,675.00,0.00,58.00,0.00,371.00,
2011,7,"EV","Atlantic Southeast Airlines","HPN","White Plains, NY: Westchester County",164.00,81.00,38.11,1.60,22.53,0.00,18.75,6.00,2.00,6001.00,3591.00,122.00,901.00,0.00,1387.00,
2011,7,"EV","Atlantic Southeast Airlines","HSV","Huntsville, AL: Huntsville International  Carl Jones",419.00,116.00,56.27,1.50,15.23,0.00,42.99,8.00,0.00,8647.00,4400.00,56.00,764.00,0.00,3427.00,
2011,7,"EV","Atlantic Southeast Airlines","IAD","Washington, DC: Dulles International",835.00,154.00,33.46,15.05,20.37,0.00,85.12,27.00,1.00,13505.00,3461.00,2115.00,929.00,0.00,7000.00,
